seed,K,phi_lo,phi_hi,phi_cov,phi_n_islands,n_lo,n_hi,n_cov,n_n_islands,a_lo,a_hi,a_cov,a_n_islands,a_target,t_lo,t_hi,t_cov,t_n_islands
2029,14,-0.5799999999999979,-0.4999999999999978,True,1,0.08000000000000096,0.16500000000000092,True,1,-0.2949999999999994,-0.26999999999999935,True,1,-0.275,-0.8300000000000463,-0.6500000000000501,False,1
2030,14,-0.4999999999999978,-0.47999999999999776,False,1,0.05500000000000105,0.09500000000000108,False,1,-0.27999999999999936,-0.26999999999999935,True,1,-0.275,-0.700000000000049,-0.6300000000000505,True,1
2031,14,-0.5799999999999979,-0.47999999999999776,True,1,0.08000000000000096,0.19000000000000106,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.8300000000000463,-0.6000000000000512,True,1
2032,14,-0.4999999999999978,-0.4399999999999977,False,1,0.04500000000000082,0.120000000000001,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.6800000000000495,-0.560000000000052,True,1
2033,14,-0.5399999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.140000000000001,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.7400000000000482,-0.6200000000000507,True,1
2034,14,-0.5599999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.15500000000000114,True,1,-0.27999999999999936,-0.25499999999999934,True,1,-0.275,-0.7600000000000477,-0.5900000000000514,True,1
2035,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.16000000000000103,True,1,-0.28499999999999936,-0.24999999999999933,True,1,-0.275,-0.7200000000000486,-0.5500000000000522,True,1
2036,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.13500000000000112,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.610000000000051,True,1
2037,14,-0.4999999999999978,-0.47999999999999776,False,1,0.07000000000000095,0.10500000000000087,True,1,-0.27499999999999936,-0.26499999999999935,False,1,-0.275,-0.6600000000000499,-0.6000000000000512,True,1
2038,14,-0.5199999999999978,-0.4999999999999978,True,1,0.10000000000000098,0.130000000000001,False,1,-0.27499999999999936,-0.26999999999999935,False,1,-0.275,-0.6700000000000497,-0.6200000000000507,True,1
2039,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.140000000000001,True,1,-0.2949999999999994,-0.26999999999999935,True,1,-0.275,-0.750000000000048,-0.5900000000000514,True,1
2040,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.140000000000001,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.7600000000000477,-0.6300000000000505,True,1
2041,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.1150000000000011,True,1,-0.27999999999999936,-0.26999999999999935,True,1,-0.275,-0.7100000000000488,-0.6300000000000505,True,1
2042,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.13500000000000112,True,1,-0.2949999999999994,-0.26999999999999935,True,1,-0.275,-0.7600000000000477,-0.6000000000000512,True,1
2043,14,-0.5199999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.11000000000000099,True,1,-0.27499999999999936,-0.26499999999999935,False,1,-0.275,-0.6800000000000495,-0.6000000000000512,True,1
2044,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.15000000000000102,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.5800000000000516,True,1
2045,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.15500000000000114,True,1,-0.27499999999999936,-0.24999999999999933,False,1,-0.275,-0.7100000000000488,-0.5500000000000522,True,1
2046,14,-0.5799999999999979,-0.47999999999999776,True,1,0.06000000000000094,0.15500000000000114,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.8300000000000463,-0.6200000000000507,True,1
2047,14,-0.4999999999999978,-0.4399999999999977,False,1,0.040000000000000924,0.120000000000001,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.6900000000000492,-0.5500000000000522,True,1
2048,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.15000000000000102,True,1,-0.27999999999999936,-0.25499999999999934,True,1,-0.275,-0.7400000000000482,-0.5700000000000518,True,1
2049,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.5800000000000516,True,1
2050,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.1250000000000009,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.6900000000000492,-0.560000000000052,True,1
2051,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2052,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.13500000000000112,True,1,-0.28499999999999936,-0.26999999999999935,True,1,-0.275,-0.7400000000000482,-0.6200000000000507,True,1
2053,14,-0.5599999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.15500000000000114,True,1,-0.27999999999999936,-0.24999999999999933,True,1,-0.275,-0.7400000000000482,-0.5800000000000516,True,1
2054,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.16000000000000103,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7400000000000482,-0.5800000000000516,True,1
2055,14,-0.5399999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.13500000000000112,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.6000000000000512,True,1
2056,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.1450000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.5900000000000514,True,1
2057,14,-0.5399999999999978,-0.47999999999999776,True,1,0.09000000000000097,0.16000000000000103,True,1,-0.27999999999999936,-0.26499999999999935,True,1,-0.275,-0.750000000000048,-0.610000000000051,True,1
2058,14,-0.5199999999999978,-0.4999999999999978,True,1,0.09500000000000108,0.130000000000001,True,1,-0.27499999999999936,-0.26999999999999935,False,1,-0.275,-0.6700000000000497,-0.6200000000000507,True,1
2059,14,-0.5199999999999978,-0.45999999999999774,True,1,0.07000000000000095,0.120000000000001,True,1,-0.27999999999999936,-0.26499999999999935,True,1,-0.275,-0.6800000000000495,-0.5900000000000514,True,1
2060,14,-0.4999999999999978,-0.45999999999999774,False,1,0.06500000000000083,0.120000000000001,True,1,-0.27499999999999936,-0.25999999999999934,False,1,-0.275,-0.6700000000000497,-0.5800000000000516,True,1
2061,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.16500000000000092,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7800000000000473,-0.5900000000000514,True,1
2062,14,-0.5599999999999978,-0.45999999999999774,True,1,0.04500000000000082,0.1450000000000009,True,1,-0.2999999999999994,-0.26999999999999935,True,1,-0.275,-0.8100000000000467,-0.6000000000000512,True,1
2063,14,-0.5399999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.1450000000000009,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.610000000000051,True,1
2064,14,-0.5399999999999978,-0.47999999999999776,True,1,0.08500000000000085,0.15000000000000102,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.610000000000051,True,1
2065,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.15000000000000102,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7400000000000482,-0.5700000000000518,True,1
2066,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.1450000000000009,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7700000000000475,-0.5800000000000516,True,1
2067,14,-0.5199999999999978,-0.4399999999999977,True,1,0.04500000000000082,0.130000000000001,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.5700000000000518,True,1
2068,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.15000000000000102,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.6000000000000512,True,1
2069,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2070,14,-0.5399999999999978,-0.4999999999999978,True,1,0.08500000000000085,0.13500000000000112,True,1,-0.28999999999999937,-0.27499999999999936,True,1,-0.275,-0.7400000000000482,-0.6400000000000503,True,1
2071,14,-0.5199999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.120000000000001,True,1,-0.27999999999999936,-0.26499999999999935,True,1,-0.275,-0.700000000000049,-0.6200000000000507,True,1
2072,14,-0.5199999999999978,-0.47999999999999776,True,1,0.06000000000000094,0.120000000000001,True,1,-0.27999999999999936,-0.26499999999999935,True,1,-0.275,-0.7200000000000486,-0.6200000000000507,True,1
2073,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7100000000000488,-0.5500000000000522,True,1
2074,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.140000000000001,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.5700000000000518,True,1
2075,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.6000000000000512,True,1
2076,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.15000000000000102,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.5800000000000516,True,1
2077,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2078,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.120000000000001,True,1,-0.27499999999999936,-0.25999999999999934,False,1,-0.275,-0.6700000000000497,-0.5900000000000514,True,1
2079,14,-0.4999999999999978,-0.4999999999999978,False,1,0.10000000000000098,0.11000000000000099,False,1,-0.27499999999999936,-0.27499999999999936,False,1,-0.275,-0.6400000000000503,-0.6300000000000505,False,1
2080,14,-0.5199999999999978,-0.4399999999999977,True,1,0.04500000000000082,0.130000000000001,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.6800000000000495,-0.5400000000000524,True,1
2081,14,-0.5399999999999978,-0.47999999999999776,True,1,0.09000000000000097,0.15000000000000102,True,1,-0.27999999999999936,-0.25499999999999934,True,1,-0.275,-0.7100000000000488,-0.6000000000000512,True,1
2082,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.140000000000001,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.7100000000000488,-0.5900000000000514,True,1
2083,14,-0.5599999999999978,-0.47999999999999776,True,1,0.08500000000000085,0.15000000000000102,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.610000000000051,True,1
2084,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.140000000000001,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7800000000000473,-0.5900000000000514,True,1
2085,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.1250000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7100000000000488,-0.5800000000000516,True,1
2086,14,-0.5399999999999978,-0.45999999999999774,True,1,0.04500000000000082,0.130000000000001,True,1,-0.2949999999999994,-0.26999999999999935,True,1,-0.275,-0.7600000000000477,-0.5900000000000514,True,1
2087,14,-0.5599999999999978,-0.45999999999999774,True,1,0.07500000000000107,0.16500000000000092,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.5700000000000518,True,1
2088,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.16000000000000103,True,1,-0.27999999999999936,-0.25499999999999934,True,1,-0.275,-0.7600000000000477,-0.5900000000000514,True,1
2089,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.5900000000000514,True,1
2090,14,-0.5199999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.130000000000001,True,1,-0.26999999999999935,-0.25499999999999934,False,1,-0.275,-0.6800000000000495,-0.5800000000000516,True,1
2091,14,-0.5199999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.1150000000000011,True,1,-0.2949999999999994,-0.27999999999999936,False,1,-0.275,-0.7200000000000486,-0.6300000000000505,True,1
2092,14,-0.5399999999999978,-0.47999999999999776,True,1,0.05500000000000105,0.1250000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.6000000000000512,True,1
2093,14,-0.5199999999999978,-0.4399999999999977,True,1,0.04500000000000082,0.1250000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.700000000000049,-0.560000000000052,True,1
2094,14,-0.5399999999999978,-0.45999999999999774,True,1,0.04500000000000082,0.15000000000000102,True,1,-0.2949999999999994,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.560000000000052,True,1
2095,14,-0.5199999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.13500000000000112,True,1,-0.2949999999999994,-0.26999999999999935,True,1,-0.275,-0.7100000000000488,-0.5800000000000516,True,1
2096,14,-0.5599999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.16000000000000103,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7700000000000475,-0.5900000000000514,True,1
2097,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.13500000000000112,True,1,-0.2999999999999994,-0.26999999999999935,True,1,-0.275,-0.7600000000000477,-0.6000000000000512,True,1
2098,14,-0.5399999999999978,-0.4399999999999977,True,1,0.04500000000000082,0.1450000000000009,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7300000000000484,-0.560000000000052,True,1
2099,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.130000000000001,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.700000000000049,-0.6000000000000512,True,1
2100,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.130000000000001,True,1,-0.27499999999999936,-0.25999999999999934,False,1,-0.275,-0.6800000000000495,-0.5900000000000514,True,1
2101,14,-0.5799999999999979,-0.47999999999999776,True,1,0.06000000000000094,0.17500000000000115,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.840000000000046,-0.6000000000000512,True,1
2102,14,-0.5399999999999978,-0.45999999999999774,True,1,0.04500000000000082,0.140000000000001,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7700000000000475,-0.5800000000000516,True,1
2103,14,-0.5599999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.15500000000000114,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.5900000000000514,True,1
2104,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2105,14,-0.5599999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.16000000000000103,True,1,-0.28999999999999937,-0.25499999999999934,True,1,-0.275,-0.7800000000000473,-0.5700000000000518,True,1
2106,14,-0.5399999999999978,-0.4399999999999977,True,1,0.03500000000000103,0.140000000000001,True,1,-0.28999999999999937,-0.25499999999999934,True,1,-0.275,-0.7200000000000486,-0.5400000000000524,True,1
2107,14,-0.5399999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.130000000000001,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.6300000000000505,True,1
2108,14,-0.5599999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.15500000000000114,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7700000000000475,-0.6000000000000512,True,1
2109,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.13500000000000112,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.700000000000049,-0.560000000000052,True,1
2110,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2111,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.120000000000001,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.7100000000000488,-0.5800000000000516,True,1
2112,14,-0.5199999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.13500000000000112,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.700000000000049,-0.560000000000052,True,1
2113,14,-0.5799999999999979,-0.47999999999999776,True,1,0.06000000000000094,0.18000000000000105,True,1,-0.2949999999999994,-0.25999999999999934,True,1,-0.275,-0.8100000000000467,-0.5800000000000516,True,1
2114,14,-0.5599999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.17000000000000104,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7800000000000473,-0.6000000000000512,True,1
2115,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.1450000000000009,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7300000000000484,-0.5700000000000518,True,1
2116,14,-0.5199999999999978,-0.4999999999999978,True,1,0.09500000000000108,0.1250000000000009,True,1,-0.27499999999999936,-0.26999999999999935,False,1,-0.275,-0.6900000000000492,-0.6400000000000503,True,1
2117,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2118,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.1250000000000009,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7100000000000488,-0.5800000000000516,True,1
2119,14,-0.5399999999999978,-0.45999999999999774,True,1,0.07000000000000095,0.15500000000000114,True,1,-0.27999999999999936,-0.25499999999999934,True,1,-0.275,-0.7300000000000484,-0.5800000000000516,True,1
2120,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2121,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.130000000000001,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.5900000000000514,True,1
2122,14,-0.5199999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.130000000000001,True,1,-0.27499999999999936,-0.25499999999999934,False,1,-0.275,-0.700000000000049,-0.5800000000000516,True,1
2123,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.15000000000000102,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7600000000000477,-0.5900000000000514,True,1
2124,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.1450000000000009,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.5800000000000516,True,1
2125,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7800000000000473,-0.610000000000051,True,1
2126,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.140000000000001,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7200000000000486,-0.5900000000000514,True,1
2127,14,-0.5599999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.16500000000000092,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7800000000000473,-0.5800000000000516,True,1
2128,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2129,14,-0.5399999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.13500000000000112,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.750000000000048,-0.610000000000051,True,1
2130,14,-0.5799999999999979,-0.45999999999999774,True,1,0.05500000000000105,0.17000000000000104,True,1,-0.2999999999999994,-0.26499999999999935,True,1,-0.275,-0.7900000000000471,-0.5700000000000518,True,1
2131,14,-0.5199999999999978,-0.4399999999999977,True,1,0.040000000000000924,0.1150000000000011,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.700000000000049,-0.5700000000000518,True,1
2132,14,-0.5199999999999978,-0.45999999999999774,True,1,0.07000000000000095,0.15500000000000114,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.6900000000000492,-0.5500000000000522,True,1
2133,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.130000000000001,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.750000000000048,-0.5900000000000514,True,1
2134,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.140000000000001,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.5900000000000514,True,1
2135,14,-0.5599999999999978,-0.4999999999999978,True,1,0.09000000000000097,0.16500000000000092,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7600000000000477,-0.6200000000000507,True,1
2136,14,-0.4999999999999978,-0.47999999999999776,False,1,0.07500000000000107,0.11000000000000099,True,1,-0.27999999999999936,-0.26999999999999935,True,1,-0.275,-0.6600000000000499,-0.5900000000000514,True,1
2137,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.16000000000000103,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7800000000000473,-0.6000000000000512,True,1
2138,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.13500000000000112,True,1,-0.28999999999999937,-0.27499999999999936,True,1,-0.275,-0.7400000000000482,-0.6200000000000507,True,1
2139,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.140000000000001,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.5800000000000516,True,1
